,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
129,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2024-02-11 00:08:44.000,2023-10-24 08:23:51,1761.0,,188.0,20.0,369.0,399.0,716.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,28,False,breathe-doc/breathe,177.0,breathe,conda-forge/breathe,,12393.0,12393.0,https://pypi.org/project/breathe,,,315561.0,327656.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,531451.0,3.0,582.0,,,,,,,,,,,,,,,,
130,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2024-02-08 18:27:14.000,2021-06-11 10:22:09,273.0,,42.0,10.0,37.0,52.0,525.0,,,7.0,15.0,28,False,,29.0,coloredlogs,anaconda/coloredlogs,,35338.0,35338.0,https://pypi.org/project/coloredlogs,,,13802012.0,13802178.0,https://anaconda.org/anaconda/coloredlogs,2023-11-13 14:46:14.052,12803.0,3.0,,,,,,,,,,,,,,,,,
131,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000,2023-11-07 04:28:34,266.0,,154.0,16.0,130.0,79.0,482.0,2022-12-19 20:46:55.580,0.13.3,27.0,36.0,28,False,,18.0,pep8-naming,conda-forge/pep8-naming,,53807.0,51902.0,https://pypi.org/project/pep8-naming,2022-12-19 20:46:55.580,1905.0,1752406.0,1756188.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,363120.0,2.0,,,,,,,,,,,,,,,,,
132,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-02-11 17:22:07.000,2024-02-11 17:22:05,581.0,11.0,22.0,7.0,499.0,51.0,461.0,,,30.0,15.0,28,True,,5.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],26193.0,26193.0,https://pypi.org/project/flake8-comprehensions,,,1092183.0,1109722.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,771743.0,2.0,,,,,,,,,,,,,,,,,
133,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2024-02-06 09:03:55.000,2024-02-06 09:03:52,385.0,14.0,14.0,5.0,270.0,31.0,305.0,2023-05-31 09:59:03.360,1.5.0,16.0,16.0,28,True,,19.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],18335.0,18207.0,https://pypi.org/project/flake8-eradicate,2023-05-31 09:59:03.360,128.0,639716.0,640115.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,13595.0,2.0,,,,,,,,,,,,,,,,,
134,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,57.0,20.0,109.0,86.0,225.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,28,True,,1.0,typed_ast,conda-forge/typed-ast,,5553.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5553.0,7339908.0,7496240.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6253314.0,2.0,,,,,,,,,,,,,,,,,
135,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,51.0,9.0,37.0,22.0,214.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,25.0,astunparse,conda-forge/astunparse,,101107.0,100629.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,478.0,9028638.0,9054852.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2097160.0,2.0,,,,,,,,,,,,,,,,,
136,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2024-02-06 19:57:03.000,2022-03-06 14:20:17,408.0,,390.0,155.0,73.0,228.0,9772.0,,,8.0,35.0,27,False,,80.0,bpytop,conda-forge/bpytop,,176.0,176.0,https://pypi.org/project/bpytop,,,6102.0,6533.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,15538.0,3.0,,,,,,,,,,,,,,,,,
137,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-02-07 11:18:16.000,2024-02-07 09:43:18,1002.0,10.0,370.0,41.0,496.0,395.0,3352.0,,,11.0,130.0,27,True,,169.0,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,3883118.0,3886558.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,141058.0,3.0,,,,,,,,,,,,,,,,,
138,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2024-02-13 00:30:47.000,2023-12-05 18:58:24,421.0,3.0,111.0,14.0,162.0,52.0,2366.0,2023-11-03 00:10:48.000,4.1.2,30.0,43.0,27,True,,41.0,line_profiler,conda-forge/line_profiler,,104.0,,https://pypi.org/project/line_profiler,2023-11-03 00:10:48.000,104.0,488037.0,500183.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,473699.0,3.0,,,,,,,,,,5.0,,,,,,,
139,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-11-07 10:47:13.000,2022-07-14 18:31:38,706.0,,69.0,19.0,322.0,126.0,1233.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,27,False,,100.0,pdbpp,conda-forge/pdbpp,,6145.0,5405.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,740.0,346720.0,348131.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,110067.0,3.0,,,,,,,,,,,,,,,,,
140,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2024-02-15 11:56:13.000,2024-02-15 11:56:13,1867.0,91.0,201.0,28.0,1215.0,861.0,1210.0,2024-02-10 09:19:15.000,6.15.15,71.0,109.0,27,True,,47.0,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,140986.0,147460.0,https://anaconda.org/conda-forge/cx_freeze,2024-02-10 10:17:36.115,291340.0,3.0,,,,,,,,,,,,,,,,,
141,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2024-01-15 12:54:13.000,2023-10-11 03:48:44,905.0,,56.0,25.0,124.0,73.0,1166.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,27,True,,35.0,wily,,,222.0,213.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,27684.0,27684.0,,,,3.0,,,,,,,,,,,,,,,,,
142,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2024-02-13 02:19:14.000,2022-12-21 03:55:00,575.0,,145.0,8.0,122.0,206.0,1058.0,2019-01-24 16:15:02.000,0.3.11,5.0,58.0,27,False,,108.0,pdoc3,anaconda/pdoc3,,3904.0,3904.0,https://pypi.org/project/pdoc3,,,195430.0,195465.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1818.0,3.0,,,,,,,,,,,,,,,,,
143,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2024-02-10 18:51:58.000,2024-01-17 17:47:24,632.0,6.0,77.0,14.0,179.0,74.0,841.0,2023-09-01 06:20:05.000,2.2.1,59.0,38.0,27,True,PyCQA/autoflake,38.0,autoflake,conda-forge/autoflake,,793.0,,https://pypi.org/project/autoflake,2023-09-01 06:19:21.000,793.0,1844503.0,1853513.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,522597.0,2.0,,,,,,,,,,,,,,,,,
144,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2024-02-11 17:23:14.000,2024-02-11 17:23:13,613.0,11.0,28.0,5.0,543.0,54.0,570.0,,,8.0,20.0,27,True,,7.0,pytest-randomly,conda-forge/pytest-randomly,,7910.0,7910.0,https://pypi.org/project/pytest-randomly,,,2814639.0,2820930.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,176158.0,3.0,,,,,,,,,,,,,,,,,
145,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000,2023-11-03 14:34:37,258.0,,22.0,14.0,35.0,5.0,432.0,2023-06-07 07:37:46.000,1.1.2,39.0,14.0,27,True,explosion/wasabi,4.0,wasabi,conda-forge/wasabi,,40494.0,40494.0,https://pypi.org/project/wasabi,,,5440438.0,5461632.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1271641.0,3.0,,,,,,,,,,,,,,,,,
146,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2024-02-14 16:45:51.000,2024-02-14 07:14:01,286.0,12.0,33.0,9.0,102.0,54.0,235.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,27,True,realpython/pytest-mypy,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3904.0,3904.0,https://pypi.org/project/pytest-mypy,,,286130.0,288103.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,94740.0,3.0,,,,,,,,,,,,,,,,,
147,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-12-19 18:16:42.000,2023-12-19 18:16:42,104.0,1.0,32.0,13.0,48.0,33.0,134.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,27,True,,2.0,gast,conda-forge/gast,,148166.0,146200.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1966.0,14900131.0,14961592.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2581386.0,3.0,,,,,,,,,,,,,,,,,
148,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,,2015-03-18 20:52:08.000,2024-02-13 19:36:47.000,2024-02-13 18:41:53,6504.0,138.0,260.0,56.0,903.0,534.0,4482.0,,,82.0,100.0,26,False,,148.0,pytype,conda-forge/pytype,,,,https://pypi.org/project/pytype,,,600864.0,605205.0,https://anaconda.org/conda-forge/pytype,2024-02-10 17:48:30.581,191010.0,3.0,,,,,,,,,,-7.0,,,,,,,
149,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2023-06-16 13:17:34.885,2018-06-28 13:35:12,500.0,,371.0,5.0,1.0,,3966.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,26,False,,,memory_profiler,conda-forge/memory_profiler,,265.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,265.0,1216539.0,1220870.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,402794.0,3.0,,,,,,,,,,11.0,,,,,,,
150,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2024-01-08 22:40:26.000,2024-01-08 22:40:25,1156.0,6.0,163.0,35.0,512.0,403.0,3198.0,,,124.0,35.0,26,True,,15.0,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,,,557356.0,571006.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,614265.0,2.0,,,,,,,,,,,,,,,,,
151,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2024-02-15 05:01:54.000,2024-02-15 04:58:36,783.0,7.0,338.0,78.0,416.0,216.0,2295.0,2024-02-15 05:01:54.000,10.1.0,15.0,138.0,26,True,,124.0,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,,,383430.0,383839.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-11-19 14:00:16.233,15139.0,3.0,,,,,,,,,,,,,,,,,
152,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2024-02-15 07:21:26.000,2024-02-15 06:29:36,1138.0,47.0,73.0,24.0,91.0,176.0,780.0,2024-01-16 21:26:31.000,4.0.0,48.0,39.0,26,True,,8.0,green,conda-forge/green,,,,https://pypi.org/project/green,,,17333.0,20454.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,134207.0,3.0,,,,,,,,,,,,,,,,,
153,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2023-12-05 07:38:40.000,2023-11-23 12:41:05,375.0,1.0,54.0,17.0,79.0,126.0,757.0,2023-11-07 09:57:34.000,2.1.0,91.0,24.0,26,True,,29.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1234.0,1220.0,https://pypi.org/project/pytest-testmon,2023-11-23 12:43:25.000,14.0,191868.0,192435.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40826.0,3.0,,,,,,,,,,,,,,,,,
154,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2024-02-01 10:59:32.000,2023-10-15 16:08:38,586.0,,56.0,9.0,124.0,129.0,489.0,2023-07-12 01:39:53.000,1.7.5,15.0,30.0,26,True,PyCQA/docformatter,21.0,docformatter,conda-forge/docformatter,,3344.0,3344.0,https://pypi.org/project/docformatter,,,432244.0,434989.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,112505.0,3.0,11.0,,,,,,,,,,,,,,,,
155,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,40.0,7.0,61.0,95.0,481.0,,,18.0,22.0,26,False,,56.0,darglint,conda-forge/darglint,,20439.0,20439.0,https://pypi.org/project/darglint,,,418312.0,419889.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,83585.0,3.0,,,,,,,,,,,,,,,,,
156,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2024-02-12 22:54:28.000,2024-01-25 10:24:01,869.0,10.0,21.0,5.0,513.0,82.0,380.0,2023-12-31 16:40:33.000,0.35.0,53.0,16.0,26,True,,48.0,nitpick,,['flake8'],1303.0,1290.0,https://pypi.org/project/nitpick,2023-12-31 16:40:30.000,13.0,44513.0,44513.0,,,,3.0,5.0,,,,,,,,,,,,,,,,
157,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2024-02-08 12:24:35.000,2023-09-13 20:26:49,293.0,,71.0,10.0,102.0,90.0,277.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,26,True,,12.0,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1271.0,,https://pypi.org/project/flake8-import-order,2022-11-26 20:15:35.517,1271.0,463400.0,466215.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,244971.0,3.0,,,,,,,,,,,,,,,,,
158,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,621.0,159.0,35.0,119.0,1984.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,166.0,uiautomator,,,265.0,265.0,https://pypi.org/project/uiautomator,,,25573.0,25573.0,,,,3.0,,,,,,,,,,,,,,,,,
159,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2024-01-22 16:58:52.000,2023-04-30 10:08:19,610.0,,148.0,22.0,100.0,133.0,1915.0,,,13.0,84.0,25,True,,77.0,tabulate,conda-forge/tabulate,,,,https://pypi.org/project/tabulate,,,49629617.0,49697433.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6306956.0,3.0,,,,,,,,,,,,,,,,,
160,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,112.0,26.0,221.0,161.0,1763.0,2020-04-28 06:31:17.000,.0.8.3,11.0,37.0,25,False,,100.0,dephell,,,826.0,826.0,https://pypi.org/project/dephell,,,2109.0,2113.0,,,,3.0,256.0,,,,,,,,,,,,,,,,
161,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2024-02-14 23:16:54.140,2024-02-14 21:07:00,1426.0,2.0,237.0,91.0,388.0,424.0,1616.0,2024-02-14 21:08:22.000,0.13.11,12.0,39.0,25,True,,88.0,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,,,31874.0,34217.0,https://anaconda.org/conda-forge/pybuilder,2024-02-14 23:16:54.140,63266.0,3.0,,,,,,,,,,,,,,,,,
162,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-11-27 07:51:58.000,2023-11-24 20:16:12,210.0,6.0,37.0,8.0,36.0,24.0,1267.0,2023-11-24 20:11:45.000,0.2.11,8.0,7.0,25,True,,6.0,stackprinter,conda-forge/stackprinter,,325.0,325.0,https://pypi.org/project/stackprinter,,,299763.0,299930.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,9368.0,3.0,,,,,,,,,,,,,,,,,
163,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,44.0,719.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,25,False,,51.0,pytest-watch,conda-forge/pytest-watch,['pytest'],10016.0,9316.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,700.0,412892.0,415260.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,97110.0,3.0,,,,,,,,,,,,,,,,,
164,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2024-02-11 17:07:41.000,2024-02-09 23:07:47,394.0,14.0,39.0,9.0,245.0,66.0,590.0,,,13.0,21.0,25,True,adamchainz/blacken-docs,9.0,blacken-docs,conda-forge/blacken-docs,,843.0,843.0,https://pypi.org/project/blacken-docs,,,137329.0,138103.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,33293.0,3.0,,,,,,,,,,,,,,,,,
165,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:34:22.000,2023-11-09 15:30:55,473.0,,64.0,23.0,86.0,52.0,514.0,2023-11-09 15:34:22.000,0.11.3,22.0,23.0,25,True,,52.0,mamba,,,1044.0,913.0,https://pypi.org/project/mamba,2023-11-09 15:34:22.000,131.0,6932.0,6932.0,,,,3.0,,,,,,,,,,,,,,,,,
166,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-12-06 02:10:10.000,2023-11-11 20:57:26,97.0,,31.0,8.0,18.0,62.0,413.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,25,True,,16.0,mkdocs-awesome-pages-plugin,,['mkdocs'],3964.0,3842.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2023-08-19 21:30:31.000,122.0,204745.0,204745.0,,,,3.0,,,,,,,,,,,,,,,,,
167,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2024-02-09 08:57:16.000,2023-04-16 08:34:06,854.0,,33.0,13.0,31.0,308.0,303.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,181.0,py2app,,,4697.0,4697.0,https://pypi.org/project/py2app,,,24229.0,24229.0,,,,3.0,,,,,,,,,,,,,,,,,
168,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-12-18 11:42:17.000,2023-12-18 11:40:52,570.0,2.0,39.0,7.0,71.0,77.0,283.0,,,43.0,22.0,25,True,,20.0,check-manifest,conda-forge/check-manifest,,13179.0,9889.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3290.0,206777.0,208557.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,110376.0,3.0,,,,,,,,,,,,,,,,,
169,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,52.0,10.0,171.0,23.0,200.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,33.0,data-science-types,conda-forge/data-science-types,,1185.0,1134.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,51.0,70926.0,71223.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,11290.0,3.0,,,,,,,,,,,,,,,,,
170,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2024-02-05 16:37:44.000,2024-02-05 16:37:43,173.0,1.0,11.0,3.0,54.0,23.0,162.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,25,True,,6.0,flake8-black,conda-forge/flake8-black,['flake8'],7854.0,7575.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,279.0,767047.0,775278.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,460984.0,3.0,,,,,,,,,,,,,,,,,
171,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,28.0,4.0,38.0,26.0,128.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,25,False,,5.0,flake8-commas,,['flake8'],17638.0,17240.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,398.0,350668.0,350668.0,,,,3.0,,,,,,,,,,,,,,,,,
