,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,conda_forge
49,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,340.0,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2026-07-22 21:12:46.516,642.0,419.0,2198.0,30,True,sentry-sdk,conda-forge/sentry-sdk,,1834.0,,https://pypi.org/project/sentry-sdk,2026-07-22 12:26:52.000,2026-07-22 12:26:52.000,2.66.1,342.0,1834.0,151560622.0,151586031.0,https://anaconda.org/conda-forge/sentry-sdk,2026-07-22 21:12:46.516,1854893.0,2.0,,,,,,,,,,,,,,,,
50,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,56.0,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2026-05-30 13:02:50.499,183.0,62.0,1982.0,30,True,safety,conda-forge/safety,,21705.0,20265.0,https://pypi.org/project/safety,2026-05-29 15:09:31.000,2026-05-29 15:09:31.000,3.8.1,118.0,1440.0,4758824.0,4761632.0,https://anaconda.org/conda-forge/safety,2026-05-30 13:02:50.499,188137.0,2.0,,,,,,,,,,,,,,,,
51,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,134.0,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2025-09-10 18:04:45.000,325.0,56.0,1726.0,30,True,twine,conda-forge/twine,,166404.0,143481.0,https://pypi.org/project/twine,2025-09-04 15:43:15.000,2025-09-04 15:43:15.000,6.2.0,59.0,22923.0,35234471.0,35261532.0,https://anaconda.org/conda-forge/twine,2025-09-04 19:22:15.675,1975508.0,2.0,,,,,,,,,,,,,,,,
52,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,88.0,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807,182.0,61.0,1448.0,30,False,pyflakes,conda-forge/pyflakes,,336410.0,335105.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,2025-06-20 18:45:26.000,3.4.0,42.0,1305.0,62947887.0,63116719.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,10805294.0,2.0,,,,,,,,,,,,,,,,
53,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,147.0,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2026-04-25 07:54:06.589,292.0,99.0,725.0,30,False,packaging,conda-forge/packaging,,1905992.0,1886860.0,https://pypi.org/project/packaging,2026-04-24 20:15:22.000,,,53.0,19132.0,2069954488.0,2071459835.0,https://anaconda.org/conda-forge/packaging,2026-04-25 07:54:06.589,111395681.0,1.0,,,,,,,,,,,,,,,,
54,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.14. You feed it your..",,https://github.com/Nuitka/Nuitka,210.0,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33.000,2026-06-24 07:37:38.433,781.0,177.0,14933.0,29,True,nuitka,conda-forge/nuitka,,4187.0,3952.0,https://pypi.org/project/nuitka,2026-06-21 10:48:04.000,2026-06-21 10:48:04.000,4.1.3,383.0,235.0,458055.0,505878.0,https://anaconda.org/conda-forge/nuitka,2026-06-24 07:37:38.433,3538953.0,2.0,,,,,,,,,,,,,,,,
55,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,122.0,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-01-23 19:01:45.611,1814.0,266.0,5031.0,29,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],20329.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2026-01-12 16:03:28.000,2026-01-12 16:03:28.000,3.1.0,64.0,20313.0,14422870.0,14496523.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-01-23 19:01:45.611,5376725.0,2.0,,,,,,,,,,,,,,,,
56,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,64.0,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-04-22 14:56:24.132,289.0,124.0,4586.0,29,False,autopep8,conda-forge/autopep8,,233340.0,231653.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,2025-01-14 14:46:15.000,2.3.2,82.0,1687.0,10570891.0,10612315.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,3024016.0,3.0,,,,,,,,,,,,,,,,
57,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,225.0,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2026-07-15 08:41:54.000,423.0,25.0,2867.0,29,True,wemake-python-styleguide,,,17817.0,17691.0,https://pypi.org/project/wemake-python-styleguide,2026-04-27 05:51:42.000,2026-04-27 05:51:42.000,1.6.2,68.0,126.0,275787.0,275787.0,,,,2.0,,,,,,,,,,,,,,,,
58,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,55.0,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2026-07-12 16:34:45.346,125.0,8.0,2083.0,29,True,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],31203.0,29095.0,https://pypi.org/project/mkdocstrings,2026-07-11 19:38:04.000,2026-07-11 19:38:04.000,1.0.6,77.0,2108.0,7486483.0,7492021.0,https://anaconda.org/conda-forge/mkdocstrings,2026-07-12 16:34:45.346,382153.0,2.0,,,,,,,,,,,,,,,,
59,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,64.0,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2026-06-09 20:37:52.672,233.0,30.0,1764.0,29,True,python-json-logger,conda-forge/python-json-logger,,1404.0,,https://pypi.org/project/python-json-logger,2026-03-29 04:39:55.000,2026-03-29 04:39:55.000,4.1.0,38.0,1404.0,120454556.0,120697118.0,https://anaconda.org/conda-forge/python-json-logger,2026-06-09 20:37:52.672,16736799.0,2.0,1.0,,,,,,,,,,,,,,,
60,prettytable,jazzband/prettytable,logging,A simple Python library for easily displaying tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,74.0,,,2020-11-03 13:58:59.240,2026-06-24 17:09:24.467,191.0,,1662.0,29,False,prettytable,conda-forge/prettytable,,85590.0,82435.0,https://pypi.org/project/prettytable,2026-06-22 16:07:48.000,2026-06-22 16:07:48.000,3.18.0,43.0,3155.0,53889230.0,53972290.0,https://anaconda.org/conda-forge/prettytable,2026-06-24 17:09:24.467,5648080.0,2.0,,,,,,,,,,,,,,,,
61,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,37.0,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2026-07-23 13:40:39.000,99.0,,967.0,29,True,colorlog,conda-forge/colorlog,,70282.0,67080.0,https://pypi.org/project/colorlog,2026-07-23 13:40:39.000,2026-07-23 13:40:39.000,6.12.0,72.0,3202.0,62750860.0,62852947.0,https://anaconda.org/conda-forge/colorlog,2026-07-18 06:40:53.666,7350285.0,2.0,,,,,,,,,,,,,,,,
62,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,50.0,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2026-06-21 05:44:41.650,67.0,33.0,657.0,29,True,griffe,conda-forge/griffe,,18542.0,17929.0,https://pypi.org/project/griffe,2026-06-19 12:05:39.000,2026-06-19 12:05:39.000,2.1.0,153.0,613.0,30940338.0,30959621.0,https://anaconda.org/conda-forge/griffe,2026-06-21 05:44:41.650,1002735.0,2.0,,,,,,,,,,,,,,,,
63,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,12.0,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2026-06-30 21:02:35.000,39.0,22.0,397.0,29,True,executing,conda-forge/executing,,345077.0,344276.0,https://pypi.org/project/executing,2025-09-01 09:48:08.000,2025-09-01 09:48:08.000,2.2.1,36.0,801.0,137252067.0,137671218.0,https://anaconda.org/conda-forge/executing,2025-09-01 12:24:49.483,28921464.0,1.0,,,,,,,,,,,,,,,,
64,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,76.0,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2026-06-20 01:42:38.983,416.0,216.0,7360.0,28,True,pipreqs,conda-forge/pipreqs,,40913.0,40590.0,https://pypi.org/project/pipreqs,2024-02-18 17:49:34.000,2024-02-18 17:49:34.000,0.5.0,43.0,323.0,939707.0,942100.0,https://anaconda.org/conda-forge/pipreqs,2026-06-20 01:42:38.983,122075.0,3.0,,,,,,,,,,,,,,,,
65,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,51.0,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2026-05-14 17:21:51.821,122.0,31.0,1759.0,28,False,typeguard,conda-forge/typeguard,,49947.0,46197.0,https://pypi.org/project/typeguard,2026-05-14 12:59:39.000,2026-02-19 16:09:01.000,4.5.1,77.0,3750.0,72229062.0,72256334.0,https://anaconda.org/conda-forge/typeguard,2026-05-14 17:21:51.821,1990860.0,3.0,,,,,,,,,,,,,,,,
66,nox,theacodes/nox,testing,Flexible test automation.,,https://github.com/wntrblm/nox,124.0,,Apache-2.0,2020-06-01 17:26:06.894,2026-07-12 04:20:09.685,185.0,,1535.0,28,True,nox,conda-forge/nox,['pytest'],10030.0,8234.0,https://pypi.org/project/nox,2026-07-12 00:32:18.000,2026-07-12 00:32:18.000,2026.7.11,34.0,1796.0,6132053.0,6140479.0,https://anaconda.org/conda-forge/nox,2026-07-12 04:20:09.685,615131.0,2.0,,,,,,,,,,,,,,,,
67,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the pytest runner.,,https://github.com/pytest-dev/pytest-bdd,71.0,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2026-07-13 21:53:05.000,243.0,88.0,1459.0,28,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],5085.0,4979.0,https://pypi.org/project/pytest-bdd,2024-12-05 21:45:56.000,2024-12-05 21:45:56.000,8.1.0,106.0,106.0,3460668.0,3462722.0,https://anaconda.org/conda-forge/pytest-bdd,2026-07-03 23:47:55.993,78055.0,2.0,,,,,,,,,,,,,,,,
68,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,95.0,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2025-04-22 14:56:22.777,391.0,451.0,1363.0,28,False,nose,conda-forge/nose,,174120.0,171425.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,2015-06-02 09:12:36.000,1.3.7,14.0,2695.0,9284587.0,9317860.0,https://anaconda.org/conda-forge/nose,2025-04-22 14:56:22.777,4059406.0,2.0,,,,,,,,,,,,,,,,
69,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,92.0,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2025-04-22 14:56:24.767,190.0,121.0,1120.0,28,False,pydocstyle,conda-forge/pydocstyle,,76324.0,74572.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2023-01-17 20:31:11.783,6.3.0,23.0,1752.0,4795705.0,4849739.0,https://anaconda.org/conda-forge/pydocstyle,2025-04-22 14:56:24.767,3836470.0,2.0,,,,,,,,,,,,,,,,
70,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,93.0,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2026-05-29 17:31:00.000,116.0,62.0,1116.0,28,True,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],44208.0,42678.0,https://pypi.org/project/flake8-bugbear,2025-11-29 20:51:56.000,2025-11-29 20:51:56.000,25.11.29,75.0,1530.0,4664750.0,4678287.0,https://anaconda.org/conda-forge/flake8-bugbear,2025-12-02 02:02:52.947,920581.0,2.0,,,,,,,,,,,,,,,,
71,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://setuptools-scm.readthedocs.io/en/latest/,161.0,,MIT,2020-05-25 12:53:29.627,2026-07-21 17:06:42.928,242.0,,950.0,28,True,setuptools_scm,conda-forge/setuptools_scm,,2688.0,,https://pypi.org/project/setuptools_scm,2026-07-21 08:08:03.000,2026-07-21 08:08:03.000,10.2.1,107.0,2688.0,125844029.0,125951425.0,https://anaconda.org/conda-forge/setuptools_scm,2026-07-21 17:06:42.928,7947311.0,2.0,,,,,,,,,,,,,,,,
72,alabaster,bitprophet/alabaster,documentation,"A light, configurable Sphinx theme.",,https://alabaster.readthedocs.io/,42.0,,BSD-3-Clause,2023-01-13 21:36:20.639,2025-04-22 14:56:25.041,188.0,,766.0,28,False,alabaster,conda-forge/alabaster,['sphinx'],165862.0,165235.0,https://pypi.org/project/alabaster,2024-07-26 18:15:02.000,2024-07-26 18:15:02.000,1.0.0,30.0,627.0,28533975.0,28817871.0,https://anaconda.org/conda-forge/alabaster,2025-04-22 14:56:25.041,11923637.0,2.0,,,,,,,,,,,,,,,,
73,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,24.0,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2025-04-22 14:56:24.539,63.0,10.0,680.0,28,True,mccabe,conda-forge/mccabe,,525233.0,524299.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,2022-01-24 01:14:49.000,0.7.0,13.0,934.0,89762699.0,89990426.0,https://anaconda.org/conda-forge/mccabe,2025-04-22 14:56:24.539,12297309.0,1.0,,,,,,,,,,,,,,,,
74,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,70.0,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2026-07-21 17:05:17.622,113.0,,585.0,28,True,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],68925.0,61355.0,https://pypi.org/project/sphinx-autodoc-typehints,2026-07-21 13:10:43.000,2026-07-21 13:10:43.000,3.13.0,128.0,7570.0,9012186.0,9027523.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2026-07-21 17:05:17.622,1119670.0,2.0,,,,,,,,,,,,,,,,
75,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,249.0,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2026-07-06 12:34:09.843,1762.0,105.0,33001.0,27,False,glances,conda-forge/glances,,1247.0,1241.0,https://pypi.org/project/glances,2026-06-13 13:41:00.000,2026-06-13 13:41:00.000,4.5.5,137.0,6.0,111068.0,124742.0,https://anaconda.org/conda-forge/glances,2026-07-06 12:34:09.843,902521.0,2.0,,,,,,,,,,,,,,,,
76,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,62.0,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-05-12 18:45:56.000,435.0,151.0,13412.0,27,True,scalene,,,1124.0,1049.0,https://pypi.org/project/scalene,2026-05-12 18:45:56.000,2026-05-12 18:45:56.000,2.3.0,189.0,75.0,339964.0,339964.0,,,,2.0,,,,,,,,,,,,,,,,
77,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,38.0,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2026-07-06 18:45:38.000,224.0,64.0,10056.0,27,True,icecream,conda-forge/icecream,,622.0,24.0,https://pypi.org/project/icecream,2026-04-03 17:42:50.000,2026-04-03 17:42:50.000,2.2.0,26.0,598.0,1866178.0,1867950.0,https://anaconda.org/conda-forge/icecream,2026-04-04 14:02:00.745,111663.0,1.0,,,,,,,,,,,,,,,,
78,xonsh,xonsh/xonsh,shell,"Python-powered shell. Full-featured, cross-platform and AI-friendly.",,https://github.com/xonsh/xonsh,390.0,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2026-07-02 11:02:41.000,729.0,68.0,9538.0,27,False,xonsh,,,1076.0,895.0,https://pypi.org/project/xonsh,2026-07-02 11:02:41.000,2026-07-02 11:02:41.000,0.24.0,163.0,181.0,344873.0,344873.0,,,,1.0,,,,,,,,,,,,,,,,
79,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,76.0,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2026-01-04 23:17:44.124,256.0,27.0,7559.0,27,True,pyinstrument,conda-forge/pyinstrument,,4743.0,4498.0,https://pypi.org/project/pyinstrument,2026-01-04 18:37:22.000,2026-01-04 18:37:22.000,5.1.2,55.0,245.0,9958161.0,9976519.0,https://anaconda.org/conda-forge/pyinstrument,2026-01-04 23:17:44.124,1303485.0,2.0,,,,,,,,,,,,,,,,
80,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,137.0,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-12-22 21:54:22.000,752.0,106.0,5156.0,27,True,pycodestyle,conda-forge/pycodestyle,,2210.0,,https://pypi.org/project/pycodestyle,2025-06-20 18:49:47.000,2025-03-29 17:33:29.000,2.13.0,23.0,2210.0,86224338.0,86398501.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,11146473.0,2.0,,,,,,,,,,,,,,,,
81,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,54.0,https://github.com/jendrikseipp/vulture,MIT,2017-03-06 08:00:18.000,2026-04-30 05:28:50.000,194.0,63.0,4686.0,27,True,vulture,conda-forge/vulture,,8184.0,7521.0,https://pypi.org/project/vulture,2026-03-25 14:41:26.000,2023-08-21 14:26:43.000,2.9.1,56.0,663.0,9867140.0,9870533.0,https://anaconda.org/conda-forge/vulture,2026-03-26 01:59:07.768,244331.0,1.0,,,,,,,,,,,,,,,,
82,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,126.0,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2025-08-19 19:29:42.000,288.0,146.0,4454.0,27,True,freezegun,conda-forge/freezegun,,1272.0,,https://pypi.org/project/freezegun,2025-08-09 10:39:06.000,2025-08-09 10:39:06.000,1.5.5,68.0,1272.0,54279308.0,54311144.0,https://anaconda.org/conda-forge/freezegun,2025-08-09 15:49:47.831,2228529.0,2.0,,,,,,,,,,,,,,,,
83,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,33.0,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2026-03-21 07:08:29.000,72.0,104.0,3387.0,27,True,beartype,conda-forge/beartype,,14123.0,13224.0,https://pypi.org/project/beartype,2025-12-13 06:50:28.000,2025-12-13 06:50:28.000,0.22.9,64.0,899.0,97976981.0,97987463.0,https://anaconda.org/conda-forge/beartype,2025-12-14 12:37:53.323,765256.0,2.0,,,,,,,,,,,,,,,,
84,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,172.0,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2026-03-15 01:43:25.000,341.0,655.0,2359.0,27,True,scons,conda-forge/scons,,4363.0,4305.0,https://pypi.org/project/scons,2025-11-16 22:43:35.000,2025-11-16 22:43:35.000,4.10.1,42.0,58.0,988507.0,1009718.0,https://anaconda.org/conda-forge/scons,2025-11-17 08:09:00.894,1506024.0,2.0,,,,,,,,,,,,,,,,
85,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,111.0,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2026-06-04 13:09:59.000,544.0,57.0,2258.0,27,True,pyelftools,conda-forge/pyelftools,,12754.0,12389.0,https://pypi.org/project/pyelftools,2026-05-29 12:56:20.000,,,14.0,365.0,15201841.0,15225935.0,https://anaconda.org/conda-forge/pyelftools,2026-05-29 16:30:09.439,1662507.0,1.0,,,,,,,,,,,,,,,,
86,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,85.0,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2025-07-13 00:41:35.626,171.0,120.0,2127.0,27,True,rope,conda-forge/rope,,79520.0,79196.0,https://pypi.org/project/rope,2025-07-12 17:46:05.000,2025-07-12 17:46:05.000,1.14.0,95.0,324.0,1479629.0,1517316.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,2600466.0,1.0,,,,,,,,,,,,,,,,
87,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,60.0,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2025-04-22 14:56:25.687,147.0,72.0,1843.0,27,False,ipdb,conda-forge/ipdb,,70177.0,69059.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,2023-03-09 15:41:00.602,0.13.13,46.0,1118.0,17536799.0,17549926.0,https://anaconda.org/conda-forge/ipdb,2025-04-22 14:56:25.687,958322.0,1.0,,,,,,,,,,,,,,,,
88,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,35.0,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2026-05-22 17:26:59.000,82.0,18.0,1713.0,27,True,yappi,conda-forge/yappi,,1812.0,1723.0,https://pypi.org/project/yappi,2026-03-17 22:30:39.000,2026-03-17 22:30:39.000,1.7.6,30.0,89.0,3897953.0,3904190.0,https://anaconda.org/conda-forge/yappi,2026-03-18 02:24:56.258,430373.0,2.0,,,,,,,,,,,,,,,,
89,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,58.0,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2025-12-12 14:52:24.000,81.0,32.0,1509.0,27,True,pytest-sugar,conda-forge/pytest-sugar,['pytest'],32334.0,30833.0,https://pypi.org/project/pytest-sugar,2025-08-23 12:19:34.000,2025-08-23 12:19:34.000,1.1.1,32.0,1501.0,7501714.0,7510761.0,https://anaconda.org/conda-forge/pytest-sugar,2025-08-24 22:40:41.102,633320.0,2.0,,,,,,,,,,,,,,,,
90,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,66.0,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2026-03-16 20:08:13.000,252.0,185.0,769.0,27,True,pytest-html,conda-forge/pytest-html,['pytest'],60284.0,59187.0,https://pypi.org/project/pytest-html,2026-01-19 11:25:25.000,2026-01-19 11:25:25.000,4.2.0,59.0,1097.0,20376625.0,20394077.0,https://anaconda.org/conda-forge/pytest-html,2026-01-21 10:01:29.357,1186785.0,2.0,,,,,,,,,,,,,,,,
91,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,67.0,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2026-02-28 18:09:14.813,186.0,8.0,569.0,27,True,coveralls,conda-forge/coveralls,['pytest'],39695.0,37143.0,https://pypi.org/project/coveralls,2026-02-28 15:16:46.000,2026-02-28 15:16:46.000,4.1.0,48.0,2552.0,1162480.0,1185348.0,https://anaconda.org/conda-forge/coveralls,2026-02-28 18:09:14.813,1646498.0,2.0,,,,,,,,,,,,,,,,
92,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,17.0,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2025-11-03 20:57:10.317,45.0,36.0,548.0,27,True,coloredlogs,anaconda/coloredlogs,,88887.0,86958.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2021-06-11 10:24:04.382,15.0.1,63.0,1929.0,37209609.0,37209839.0,https://anaconda.org/anaconda/coloredlogs,2025-11-03 20:57:10.317,24391.0,3.0,,,,,,,,,,,,,,,,
93,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,30.0,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2025-05-31 23:22:45.000,950.0,29.0,16484.0,26,False,pysnooper,conda-forge/pysnooper,,2199.0,2132.0,https://pypi.org/project/pysnooper,2025-05-31 23:22:45.000,2025-05-31 23:22:45.000,1.2.3,62.0,67.0,550428.0,552612.0,https://anaconda.org/conda-forge/pysnooper,2025-04-22 14:57:05.002,152937.0,2.0,,,,,,,,,,,,,,,,
94,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,72.0,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2026-04-08 21:39:29.068,438.0,50.0,14977.0,26,True,memray,conda-forge/memray,,175.0,24.0,https://pypi.org/project/memray,2026-04-08 18:47:39.000,2026-04-08 18:47:39.000,1.19.3,36.0,151.0,15026472.0,15040801.0,https://anaconda.org/conda-forge/memray,2026-04-08 21:39:29.068,730828.0,2.0,,,,,,,,,,,,,,,,
