,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-05-08 06:13:44.000,2023-05-06 20:35:27,1153.0,11.0,112.0,33.0,263.0,107.0,269.0,1946.0,,,21.0,66.0,30,True,,flit,conda-forge/flit,,1394.0,1394.0,https://pypi.org/project/flit,,,142356.0,144433.0,https://anaconda.org/conda-forge/flit,2022-11-06 11:38:49.501,155821.0,3.0,,,,,,,,,,,,,,,,,
87,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-05-11 02:43:49.000,2023-05-09 02:08:17,2980.0,492.0,266.0,42.0,612.0,104.0,491.0,1711.0,2023-04-12 04:05:00.862,0.3.14,48.0,121.0,30,True,,briefcase,,,17.0,,https://pypi.org/project/briefcase,2023-01-30 02:23:00.441,17.0,5764.0,5766.0,,,,2.0,,108.0,,,,,,,,,,,,,,,
88,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-04-21 13:18:12.000,2023-04-21 13:17:49,643.0,5.0,465.0,70.0,257.0,68.0,146.0,1658.0,,,10.0,91.0,30,True,,pyelftools,conda-forge/pyelftools,,5705.0,5157.0,https://pypi.org/project/pyelftools,2022-08-10 21:45:29.337,548.0,2229144.0,2230627.0,https://anaconda.org/conda-forge/pyelftools,2022-10-29 13:21:01.531,127566.0,2.0,,,,,,,,,,,,,,,,,
89,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-05-10 13:59:56.000,2023-01-16 03:40:03,1483.0,,161.0,53.0,162.0,78.0,215.0,1590.0,,,10.0,65.0,30,True,,doit,conda-forge/doit,,1497.0,1497.0,https://pypi.org/project/doit,,,400304.0,403275.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,193125.0,3.0,,,,,,,,,,,,,,,,,
90,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,373.0,49.0,261.0,399.0,465.0,1360.0,,,1.0,95.0,30,False,,nose,conda-forge/nose,,141410.0,141410.0,https://pypi.org/project/nose,,,4994020.0,5026463.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2725234.0,2.0,,,,,,,,,,,,,,,,,
91,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-05-09 07:19:19.000,2023-05-09 07:19:17,519.0,127.0,87.0,18.0,86.0,9.0,249.0,1184.0,,,18.0,29.0,30,False,,typeguard,conda-forge/typeguard,,14594.0,14594.0,https://pypi.org/project/typeguard,,,8499568.0,8504401.0,https://anaconda.org/conda-forge/typeguard,2023-03-23 08:06:25.663,251367.0,2.0,,,,,,,,,,,,,,,,,
92,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-05-09 01:41:06.000,2023-05-09 01:41:02,1112.0,13.0,128.0,23.0,308.0,51.0,215.0,750.0,,,5.0,74.0,30,False,,nose2,conda-forge/nose2,,23217.0,23217.0,https://pypi.org/project/nose2,,,566837.0,568379.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,92530.0,2.0,,,,,,,,,,,,,,,,,
93,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-05-09 11:17:04.000,2023-05-09 11:17:04,1485.0,79.0,179.0,23.0,375.0,97.0,374.0,715.0,2022-12-17 15:59:27.000,7.1.0,50.0,115.0,30,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,16693465.0,16712361.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1625058.0,3.0,,,,,,,,,,,,,,,,,
94,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-03-23 01:07:33.000,2023-03-23 01:07:33,145.0,2.0,52.0,17.0,57.0,13.0,39.0,567.0,2022-01-24 01:14:49.000,0.7.0,13.0,22.0,30,True,,mccabe,conda-forge/mccabe,,380155.0,364223.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15932.0,27739557.0,27819867.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,6665737.0,2.0,,,,,,,,,,,,,,,,,
95,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-05-05 17:25:21.000,2023-05-01 07:46:06,10069.0,38.0,5034.0,1096.0,350.0,54.0,4881.0,26952.0,2023-01-02 22:32:55.000,1.7,8.0,127.0,29,False,,sqlmap,,,,,https://pypi.org/project/sqlmap,,,8257.0,8257.0,,,,2.0,,,,,,,,,,,,,,,,,
96,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-05-07 17:32:13.000,2022-06-22 04:41:01,431.0,,469.0,165.0,152.0,139.0,168.0,9216.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,29,True,,gdbgui,,,282.0,282.0,https://pypi.org/project/gdbgui,,,61180.0,61579.0,,,,2.0,,13569.0,,,,,,,,,,,,,,,
97,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-05-09 03:43:14.112,2023-05-09 01:24:24,669.0,30.0,176.0,46.0,48.0,17.0,175.0,4390.0,,,17.0,7.0,29,True,,alive-progress,conda-forge/alive-progress,,1820.0,1820.0,https://pypi.org/project/alive-progress,,,279192.0,280001.0,https://anaconda.org/conda-forge/alive-progress,2023-05-09 03:43:14.112,31581.0,3.0,,,,,,,,,,,,,,,,,
98,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-05-02 22:29:17.000,2023-04-22 18:58:10,1447.0,1.0,1553.0,165.0,669.0,167.0,600.0,4356.0,,,18.0,114.0,29,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3209310.0,3250194.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-02-12 11:49:57.271,3311671.0,2.0,,,,,,,,,,,,,,,,,
99,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-04-10 14:01:09.000,2022-12-06 17:25:01,713.0,,367.0,77.0,160.0,125.0,113.0,3868.0,2022-11-15 17:59:01.069,0.61.0,59.0,101.0,29,True,,memory_profiler,conda-forge/memory_profiler,,219.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,219.0,690361.0,694240.0,https://anaconda.org/conda-forge/memory_profiler,2022-11-16 08:09:24.242,325869.0,2.0,7.0,,,,,,,,,,,,,,,,
100,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-05-07 04:19:19.000,2023-02-27 07:59:09,717.0,2.0,119.0,22.0,136.0,15.0,162.0,2511.0,2023-01-08 21:24:44.000,2.7,46.0,35.0,29,True,,vulture,conda-forge/vulture,,3986.0,3731.0,https://pypi.org/project/vulture,2023-01-09 21:18:34.095,255.0,360949.0,361799.0,https://anaconda.org/conda-forge/vulture,2023-01-09 08:50:44.861,68895.0,2.0,,,,,,,,,,,,,,,,,
101,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-05-01 11:28:20.000,2023-05-01 11:28:11,909.0,34.0,166.0,27.0,221.0,15.0,304.0,1527.0,,,,44.0,29,True,,pdoc,,,1771.0,1771.0,https://pypi.org/project/pdoc,,,104045.0,104045.0,,,,2.0,,,,,,,,,,,,,,,,,
102,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2022-10-28 10:53:26.838,2019-10-16 17:48:40,1195.0,,152.0,35.0,151.0,49.0,126.0,1436.0,2016-07-28 10:37:00.000,1.0.0,2.0,76.0,29,False,,logbook,conda-forge/logbook,,4423.0,4423.0,https://pypi.org/project/logbook,,,2679149.0,2681710.0,https://anaconda.org/conda-forge/logbook,2022-10-28 10:53:26.838,127947.0,3.0,,295.0,,,,,,,,,,,,,,,
103,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-02-08 04:25:59.000,2022-08-29 14:53:21,230.0,,81.0,12.0,46.0,1.0,73.0,800.0,2021-11-08 16:58:17.000,6.6.0,20.0,30.0,29,True,,colorlog,conda-forge/colorlog,,24710.0,24710.0,https://pypi.org/project/colorlog,,,6714901.0,6731992.0,https://anaconda.org/conda-forge/colorlog,2022-10-26 21:11:56.658,1452748.0,3.0,,,,,,,,,,,,,,,,,
104,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-04-27 23:05:05.000,2023-02-28 20:05:14,1758.0,2.0,176.0,21.0,349.0,155.0,391.0,673.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,29,False,breathe-doc/breathe,breathe,conda-forge/breathe,,9599.0,9599.0,https://pypi.org/project/breathe,,,369726.0,375656.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,466896.0,2.0,,505.0,,,,,,,,,,,,,,,
105,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-04-26 01:47:44.000,2023-01-31 06:24:11,623.0,,116.0,17.0,182.0,60.0,163.0,554.0,2022-03-26 22:16:11.000,2.5.3,54.0,67.0,29,True,,pylint-django,conda-forge/pylint-django,['pylint'],26935.0,25762.0,https://pypi.org/project/pylint-django,2022-03-25 16:09:23.000,1173.0,1021255.0,1023037.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,144009.0,2.0,,232.0,,,,,,,,,,,,,,,
106,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-05-09 03:45:03.000,2023-05-03 14:19:26,474.0,1.0,184.0,8.0,225.0,14.0,146.0,518.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31211.0,31211.0,https://pypi.org/project/coveralls,,,506809.0,518810.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,912099.0,3.0,,,,,,,,,,,,,,,,,
107,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-04-25 13:29:34.000,2021-06-11 10:22:09,273.0,,41.0,9.0,36.0,31.0,51.0,505.0,2021-06-11 10:22:42.000,15.0.1,63.0,16.0,29,False,,coloredlogs,anaconda/coloredlogs,,23437.0,21441.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000,1996.0,6077622.0,6077760.0,https://anaconda.org/anaconda/coloredlogs,2023-03-17 13:09:02.979,9398.0,3.0,,,,,,,,,,,,,,,,,
108,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-05-11 13:21:06.000,2023-04-25 14:50:41,1065.0,3.0,66.0,33.0,7.0,,,227.0,2023-04-27 15:17:02.669,6.0.1,40.0,186.0,29,True,,hacking,,['flake8'],4397.0,,https://pypi.org/project/hacking,2022-10-06 09:48:04.927,4397.0,118104.0,118104.0,,,,2.0,,,,,,,,,,,,,,,,,
109,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-04-29 19:36:34.000,2023-04-29 19:35:43,97.0,3.0,27.0,12.0,44.0,1.0,29.0,127.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,118899.0,116962.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1937.0,13154701.0,13190999.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,2177897.0,1.0,,,,,,,,,,,,,,,,,
110,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-05-10 15:16:59.000,2023-05-05 09:07:21,2442.0,98.0,268.0,48.0,1206.0,495.0,843.0,4639.0,2023-04-06 14:24:04.000,2023.04.06,105.0,122.0,28,True,,,conda-forge/mamba,,,,,,,,146792.0,https://anaconda.org/conda-forge/mamba,2023-04-06 15:21:25.785,7339601.0,3.0,,,,,,,,,,,,,,,,,
111,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,105.0,3152.0,835.0,2373.0,3465.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,121.0,12.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,109.0,2852.0,2853.0,,,,2.0,,165.0,,,,,,,,,,,,,,,
112,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-05-08 20:02:18.000,2022-07-14 07:40:12,517.0,,96.0,33.0,360.0,41.0,66.0,2439.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,28,True,,notifiers,conda-forge/notifiers,,880.0,855.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,25.0,518063.0,519160.0,https://anaconda.org/conda-forge/notifiers,2022-09-07 07:53:17.789,31817.0,3.0,,,,,,,,,,,,,,,,,
113,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-02-22 17:27:24.000,2023-01-29 19:46:36,3335.0,,600.0,90.0,533.0,135.0,170.0,1704.0,2016-11-25 22:13:29.000,4.0.515,36.0,385.0,28,True,,diamond,,,171.0,137.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,34.0,19633.0,19633.0,,,,3.0,,,,,,,,,,,,,,,,,
114,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-12-31 03:02:53.000,2022-12-31 03:02:53,264.0,,94.0,25.0,109.0,38.0,77.0,720.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2166.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2166.0,6549092.0,6576321.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1987769.0,2.0,,,,,,,,,,,,,,,,,
115,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-05-04 09:41:23.000,2023-04-24 23:57:41,627.0,10.0,101.0,24.0,152.0,20.0,59.0,702.0,2021-12-12 20:12:19.000,V2.0.3,9.0,42.0,28,False,,pyhamcrest,conda-forge/pyhamcrest,,33551.0,33551.0,https://pypi.org/project/pyhamcrest,,,1331632.0,1337203.0,https://anaconda.org/conda-forge/pyhamcrest,2022-09-21 07:33:07.620,468041.0,3.0,,,,,,,,,,,,,,,,,
116,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-12-08 14:26:52.000,2021-10-18 03:34:23,504.0,,41.0,6.0,61.0,71.0,95.0,474.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,28,False,,darglint,conda-forge/darglint,,18473.0,18352.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,121.0,507980.0,509391.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,62126.0,2.0,,,,,,,,,,,,,,,,,
117,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-05-08 16:53:03.000,2023-05-06 23:57:11,550.0,31.0,49.0,12.0,98.0,13.0,93.0,403.0,2023-05-03 17:54:16.000,1.6.5,9.0,26.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,2819.0,2819.0,https://pypi.org/project/docformatter,,,335155.0,337089.0,https://anaconda.org/conda-forge/docformatter,2023-05-03 20:54:17.401,61903.0,3.0,,,,,,,,,,,,,,,,,
118,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-04-20 14:31:29.000,2023-04-20 14:31:29,255.0,2.0,25.0,15.0,31.0,4.0,5.0,380.0,2023-01-16 06:54:10.000,1.1.1,38.0,12.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,28103.0,28103.0,https://pypi.org/project/wasabi,,,4195616.0,4216502.0,https://anaconda.org/conda-forge/wasabi,2023-01-23 10:44:50.730,1065218.0,3.0,,,,,,,,,,,,,,,,,
119,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-05-10 02:00:19.000,2023-05-10 02:00:18,776.0,72.0,21.0,4.0,460.0,45.0,78.0,344.0,2023-03-29 18:53:41.000,0.33.1,50.0,15.0,28,True,,nitpick,,['flake8'],1233.0,1233.0,https://pypi.org/project/nitpick,,,90627.0,90627.0,,,,2.0,,4.0,,,,,,,,,,,,,,,
120,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-04-02 17:19:51.000,2022-12-27 17:54:48,436.0,,27.0,11.0,38.0,13.0,18.0,238.0,2020-12-27 11:10:13.000,0.5.4,18.0,9.0,28,True,,executing,conda-forge/executing,,71203.0,71203.0,https://pypi.org/project/executing,,,10223090.0,10391758.0,https://anaconda.org/conda-forge/executing,2022-11-01 15:44:50.965,6915401.0,2.0,,,,,,,,,,,,,,,,,
121,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-10-29 20:43:34.047,2022-10-08 21:16:38,202.0,,55.0,20.0,106.0,1.0,86.0,217.0,2022-05-21 21:30:52.000,1.5.4,34.0,26.0,28,True,,typed_ast,conda-forge/typed-ast,,5526.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,5526.0,8543819.0,8633018.0,https://anaconda.org/conda-forge/typed-ast,2022-10-29 20:43:34.047,5976377.0,2.0,,,,,,,,,,,,,,,,,
122,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-04-20 07:24:40.000,2019-12-22 18:11:19,86.0,,46.0,8.0,33.0,24.0,21.0,195.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,astunparse,conda-forge/astunparse,,73602.0,73185.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,417.0,7813085.0,7834591.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,1526929.0,2.0,,,,,,,,,,,,,,,,,
123,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,,367.0,152.0,69.0,72.0,227.0,9350.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,27,False,,bpytop,conda-forge/bpytop,,115.0,114.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,6079.0,6510.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,11663.0,3.0,,,,,,,,,,,,,,,,,
124,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-05-09 09:09:48.000,2023-05-09 09:09:48,10425.0,30.0,578.0,101.0,2550.0,253.0,2173.0,7017.0,2022-12-08 14:49:00.000,0.13.4,97.0,313.0,27,False,,xonsh,,,,,https://pypi.org/project/xonsh,,,6346.0,6433.0,,,,1.0,,8555.0,,,,,,,,,,,,,,,
125,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-04-24 08:06:16.000,2023-01-21 22:38:30,6697.0,,198.0,60.0,123.0,295.0,230.0,4730.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,53.0,27,True,,pyoxidizer,,,148.0,148.0,https://pypi.org/project/pyoxidizer,,,4819.0,5022.0,,,,2.0,,8143.0,,,,,,,,,,,,,,,
126,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-04-18 22:40:40.000,2023-02-22 05:49:22,592.0,15.0,238.0,33.0,219.0,107.0,177.0,3663.0,,,15.0,109.0,27,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,6131246.0,6142658.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,981459.0,3.0,,,,,,,,,,,,,,,,,
127,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-05-09 13:29:05.000,2023-01-11 17:43:24,719.0,,321.0,82.0,377.0,128.0,207.0,2201.0,2022-12-06 07:57:49.000,7.0.1,11.0,123.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],9.0,,https://pypi.org/project/pytest-testinfra,2022-12-01 20:31:08.422,9.0,287740.0,288105.0,https://anaconda.org/conda-forge/pytest-testinfra,2022-12-13 07:21:44.910,10224.0,3.0,,,,,,,,,,,,,,,,,
128,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2023-03-06 21:28:54.000,2023-03-06 21:28:54,298.0,8.0,99.0,16.0,129.0,38.0,46.0,1811.0,2023-03-04 00:35:51.589,4.0.3,27.0,39.0,27,True,,line_profiler,conda-forge/line_profiler,,74.0,,https://pypi.org/project/line_profiler,2022-12-09 15:21:59.908,74.0,481294.0,485898.0,https://anaconda.org/conda-forge/line_profiler,2022-12-09 23:55:22.319,386750.0,3.0,,,,,,,,,,,,,,,,,
129,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-04-05 10:48:47.000,2023-02-26 17:29:13,584.0,7.0,123.0,30.0,303.0,50.0,115.0,1494.0,2022-12-08 19:08:48.000,2.3.5,18.0,41.0,27,True,,safety,conda-forge/safety,,14.0,14.0,https://pypi.org/project/safety,,,998456.0,1008269.0,https://anaconda.org/conda-forge/safety,2022-12-09 10:33:04.329,62486.0,3.0,,323480.0,,,,,,,,,,,,,,,
130,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-05-11 00:36:22.000,2023-05-10 11:48:21,1080.0,17.0,184.0,48.0,358.0,211.0,316.0,1145.0,,,46.0,90.0,27,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,8181917.0,8238707.0,https://anaconda.org/conda-forge/pytest-xdist,2023-03-13 11:04:35.514,4656819.0,3.0,,,,,,,,,,,,,,,,,
